source,segment_type,segment_number,row_index,time_s,segment_time_s,distance_m,segment_distance_m,live_delta_to_best_s,live_delta_error,final_delta_to_best_s,lat,lon,speed_mph,yaw_deg,pitch_deg,roll_deg,pos_uncertainty_m
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46779,1169.518663,0.526317,2449.971,9.893,-0.254672,,-0.223905,35.52842641,-97.47526060,30.241,-121.767,41.890,-58.028,1.360
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46780,1169.772125,0.779779,2450.310,10.232,-0.001210,,-0.223905,35.52842433,-97.47526334,30.179,-120.866,41.819,-57.478,1.360
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46781,1169.772125,0.779779,2450.648,10.570,-0.001210,,-0.223905,35.52842230,-97.47526612,30.129,-119.963,42.072,-57.217,1.360
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46782,1169.772125,0.779779,2450.986,10.908,-0.001210,,-0.223905,35.52842031,-97.47526894,30.136,-119.076,42.245,-56.873,1.360
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46783,1169.772125,0.779779,2451.392,11.315,-0.001210,,-0.223905,35.52841832,-97.47527271,30.388,-118.275,42.939,-56.228,1.320
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46784,1169.772125,0.779779,2451.733,11.656,-0.001210,,-0.223905,35.52841640,-97.47527565,30.401,-117.517,43.353,-55.446,1.320
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46785,1169.772125,0.779779,2452.075,11.997,-0.001210,,-0.223905,35.52841453,-97.47527864,30.199,-116.801,44.124,-54.837,1.320
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46786,1169.772125,0.779779,2452.417,12.340,-0.001210,,-0.223905,35.52841271,-97.47528169,30.427,-116.133,44.277,-54.417,1.320
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46787,1169.772125,0.779779,2452.758,12.681,-0.224992,,-0.223905,35.52841095,-97.47528478,30.354,-115.312,44.379,-54.275,1.320
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46788,1169.772125,0.779779,2453.098,13.020,-0.254992,,-0.223905,35.52840924,-97.47528789,30.291,-114.293,43.528,-53.453,1.320
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46789,1169.772125,0.779779,2453.435,13.358,-0.254992,,-0.223905,35.52840758,-97.47529101,30.029,-113.137,42.913,-52.250,1.320
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46790,1170.025594,1.033248,2453.772,13.695,-0.001523,,-0.223905,35.52840599,-97.47529418,30.038,-112.076,41.770,-50.939,1.320
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46791,1170.025594,1.033248,2454.148,14.071,-0.001523,,-0.223905,35.52840614,-97.47529833,30.186,-111.098,41.366,-50.067,1.280
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46792,1170.025594,1.033248,2454.485,14.408,-0.001523,,-0.223905,35.52840470,-97.47530161,30.129,-110.277,41.046,-48.863,1.290
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46793,1170.025594,1.033248,2454.821,14.744,-0.001523,,-0.223905,35.52840332,-97.47530491,29.904,-109.360,41.375,-47.999,1.290
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46794,1170.025594,1.033248,2455.158,15.080,-0.001523,,-0.223905,35.52840200,-97.47530826,30.029,-108.418,41.637,-47.593,1.290
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46795,1170.025594,1.033248,2455.492,15.415,-0.001523,,-0.223905,35.52840072,-97.47531160,29.766,-107.421,42.069,-47.055,1.290
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46796,1170.025594,1.033248,2455.825,15.747,-0.001523,,-0.223905,35.52839952,-97.47531497,29.705,-106.329,42.320,-46.540,1.290
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46797,1170.025594,1.033248,2456.156,16.079,-0.137936,,-0.223905,35.52839837,-97.47531835,29.588,-105.200,42.597,-45.885,1.290
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46798,1170.025594,1.033248,2456.488,16.411,-0.266461,,-0.223905,35.52839730,-97.47532177,29.643,-104.099,42.893,-45.242,1.290
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46799,1170.025594,1.033248,2456.788,16.710,-0.266461,,-0.223905,35.52839633,-97.47532486,29.549,-103.032,43.368,-44.779,1.250
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46800,1170.298869,1.306523,2457.118,17.040,0.006814,,-0.223905,35.52839539,-97.47532832,29.478,-101.931,43.805,-44.271,1.250
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46801,1170.298869,1.306523,2457.447,17.370,0.006814,,-0.223905,35.52839450,-97.47533179,29.352,-100.840,44.291,-43.477,1.260
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46802,1170.298869,1.306523,2457.775,17.698,0.006814,,-0.223905,35.52839367,-97.47533527,29.355,-99.748,44.699,-42.576,1.260
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46803,1170.298869,1.306523,2458.103,18.025,0.006814,,-0.223905,35.52839292,-97.47533877,29.368,-98.629,45.192,-41.880,1.260
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46804,1170.298869,1.306523,2458.431,18.354,0.006814,,-0.223905,35.52839224,-97.47534230,29.436,-97.546,45.500,-41.438,1.260
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46805,1170.298869,1.306523,2458.759,18.682,0.006814,,-0.223905,35.52839163,-97.47534585,29.434,-96.413,45.979,-40.858,1.260
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46806,1170.298869,1.306523,2459.088,19.010,0.006814,,-0.223905,35.52839110,-97.47534942,29.480,-95.357,46.489,-40.102,1.260
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46807,1170.298869,1.306523,2459.415,19.337,0.006814,,-0.223905,35.52839064,-97.47535299,29.303,-94.269,47.042,-39.267,1.260
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46808,1170.298869,1.306523,2459.608,19.531,-0.063217,,-0.223905,35.52838964,-97.47535474,28.505,-93.274,47.394,-38.551,1.230
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46809,1170.298869,1.306523,2459.926,19.848,-0.246781,,-0.223905,35.52838927,-97.47535822,28.462,-92.267,47.791,-37.821,1.230
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46810,1170.298869,1.306523,2460.242,20.165,-0.246781,,-0.223905,35.52838897,-97.47536170,28.496,-91.328,47.931,-37.303,1.230
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46811,1170.552721,1.560375,2460.558,20.481,0.007071,,-0.223905,35.52838874,-97.47536518,28.466,-90.309,47.942,-36.718,1.230
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46812,1170.552721,1.560375,2460.874,20.797,0.007071,,-0.223905,35.52838857,-97.47536866,28.341,-89.390,47.658,-36.137,1.230
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46813,1170.552721,1.560375,2461.190,21.113,0.007071,,-0.223905,35.52838847,-97.47537215,28.475,-88.412,47.557,-35.608,1.230
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46814,1170.552721,1.560375,2461.506,21.428,0.007071,,-0.223905,35.52838844,-97.47537564,28.466,-87.511,47.374,-35.044,1.230
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46815,1170.552721,1.560375,2461.656,21.579,0.007071,,-0.223905,35.52838776,-97.47537708,27.088,-86.449,47.490,-34.472,1.200
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46816,1170.552721,1.560375,2461.960,21.882,0.007071,,-0.223905,35.52838783,-97.47538043,27.184,-85.377,47.622,-34.016,1.200
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46817,1170.552721,1.560375,2462.262,22.185,0.007071,,-0.223905,35.52838796,-97.47538377,27.104,-84.182,48.105,-33.180,1.200
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46818,1170.552721,1.560375,2462.563,22.486,0.007071,,-0.223905,35.52838816,-97.47538709,27.047,-83.089,48.335,-32.454,1.200
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46819,1170.552721,1.560375,2462.865,22.788,0.007071,,-0.223905,35.52838843,-97.47539041,27.071,-81.844,48.710,-31.728,1.200
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46820,1170.552721,1.560375,2463.166,23.089,-0.121595,,-0.223905,35.52838877,-97.47539371,27.061,-80.762,48.719,-31.102,1.200
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46821,1170.806125,1.813779,2463.467,23.389,0.006678,,-0.223905,35.52838917,-97.47539699,26.995,-79.547,48.807,-30.361,1.200
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46822,1170.806125,1.813779,2463.766,23.689,0.006678,,-0.223905,35.52838965,-97.47540025,27.017,-78.599,48.395,-29.824,1.200
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46823,1170.806125,1.813779,2463.879,23.802,0.006678,,-0.223905,35.52838952,-97.47540149,25.537,-77.423,48.118,-29.177,1.170
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46824,1170.806125,1.813779,2464.165,24.088,0.006678,,-0.223905,35.52839007,-97.47540457,25.528,-76.480,47.605,-28.615,1.180
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46825,1170.806125,1.813779,2464.450,24.373,0.006678,,-0.223905,35.52839068,-97.47540763,25.569,-75.225,47.459,-27.822,1.180
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46826,1170.806125,1.813779,2464.735,24.658,0.006678,,-0.223905,35.52839135,-97.47541067,25.575,-74.046,47.244,-27.084,1.180
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46827,1170.806125,1.813779,2465.020,24.943,0.006678,,-0.223905,35.52839208,-97.47541369,25.668,-72.525,47.460,-26.219,1.180
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46828,1170.806125,1.813779,2465.307,25.229,0.006678,,-0.223905,35.52839288,-97.47541670,25.696,-71.166,47.593,-25.429,1.180
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46829,1170.806125,1.813779,2465.592,25.515,0.006678,,-0.223905,35.52839373,-97.47541968,25.704,-69.600,47.895,-24.374,1.180
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46830,1170.806125,1.813779,2465.879,25.801,0.006678,,-0.223905,35.52839464,-97.47542264,25.718,-68.288,47.871,-23.511,1.180
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46831,1171.059607,2.067261,2466.030,25.953,0.233490,,-0.223905,35.52839412,-97.47542419,24.500,-66.817,47.899,-22.761,1.150
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46832,1171.059607,2.067261,2466.303,26.226,0.006772,,-0.223905,35.52839505,-97.47542698,24.424,-65.608,47.623,-21.991,1.150
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46833,1171.059607,2.067261,2466.576,26.498,0.006772,,-0.223905,35.52839603,-97.47542974,24.320,-64.196,47.445,-21.078,1.150
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46834,1171.059607,2.067261,2466.848,26.771,0.006772,,-0.223905,35.52839709,-97.47543245,24.350,-62.964,47.108,-20.514,1.150
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46835,1171.059607,2.067261,2467.120,27.043,0.006772,,-0.223905,35.52839820,-97.47543513,24.369,-61.512,47.022,-19.647,1.150
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46836,1171.059607,2.067261,2467.392,27.315,0.006772,,-0.223905,35.52839937,-97.47543777,24.389,-60.160,46.844,-18.798,1.150
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46837,1171.059607,2.067261,2467.666,27.588,0.006772,,-0.223905,35.52840060,-97.47544039,24.442,-58.627,46.907,-17.820,1.150
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46838,1171.059607,2.067261,2467.939,27.862,0.006772,,-0.223905,35.52840188,-97.47544297,24.542,-57.311,46.847,-17.003,1.160
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46839,1171.059607,2.067261,2468.087,28.010,0.006772,,-0.223905,35.52840237,-97.47544449,23.695,-55.873,47.006,-16.007,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46840,1171.059607,2.067261,2468.352,28.275,0.006772,,-0.223905,35.52840368,-97.47544694,23.636,-54.796,46.813,-15.244,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46841,1171.059607,2.067261,2468.617,28.540,0.006772,,-0.223905,35.52840507,-97.47544932,23.734,-53.517,46.787,-14.879,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46842,1171.328257,2.335911,2468.885,28.808,0.121996,,-0.223905,35.52840651,-97.47545169,23.921,-52.607,46.618,-14.436,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46843,1171.328257,2.335911,2469.154,29.077,-0.000950,,-0.223905,35.52840801,-97.47545402,24.012,-51.334,46.616,-13.740,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46844,1171.328257,2.335911,2469.425,29.348,-0.000950,,-0.223905,35.52840954,-97.47545635,24.375,-50.345,46.313,-13.158,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46845,1171.328257,2.335911,2469.700,29.623,-0.000950,,-0.223905,35.52841114,-97.47545867,24.725,-48.988,46.109,-12.203,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46846,1171.328257,2.335911,2469.980,29.902,-0.000950,,-0.223905,35.52841279,-97.47546100,25.053,-47.997,45.513,-11.468,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46847,1171.328257,2.335911,2470.261,30.183,-0.000950,,-0.223905,35.52841449,-97.47546330,25.261,-46.667,45.056,-10.670,1.130
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46848,1171.328257,2.335911,2470.389,30.312,-0.000950,,-0.223905,35.52841559,-97.47546373,24.648,-45.752,44.232,-10.662,1.110
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46849,1171.328257,2.335911,2470.668,30.590,-0.000950,,-0.223905,35.52841736,-97.47546591,24.969,-44.418,43.640,-10.407,1.110
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46850,1171.328257,2.335911,2470.949,30.872,-0.000950,,-0.223905,35.52841917,-97.47546808,25.216,-43.528,42.748,-10.227,1.110
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46851,1171.328257,2.335911,2471.232,31.155,-0.000950,,-0.223905,35.52842103,-97.47547022,25.412,-42.151,42.180,-9.705,1.110
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46852,1171.581818,2.589472,2471.518,31.441,0.153453,,-0.223905,35.52842294,-97.47547233,25.633,-41.287,41.322,-9.754,1.110
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46853,1171.581818,2.589472,2471.806,31.729,-0.001260,,-0.223905,35.52842490,-97.47547441,25.802,-39.920,40.864,-9.433,1.110
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46854,1171.581818,2.589472,2472.095,32.018,-0.001260,,-0.223905,35.52842690,-97.47547646,26.005,-38.972,40.189,-9.248,1.110
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46855,1171.581818,2.589472,2472.340,32.263,-0.001260,,-0.223905,35.52842882,-97.47547778,25.987,-37.268,40.025,-8.368,1.090
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46856,1171.581818,2.589472,2472.632,32.555,-0.001260,,-0.223905,35.52843091,-97.47547973,26.121,-35.686,39.843,-7.777,1.090
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46857,1171.581818,2.589472,2472.926,32.849,-0.001260,,-0.223905,35.52843305,-97.47548165,26.398,-33.849,39.888,-6.960,1.090
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46858,1171.581818,2.589472,2473.223,33.146,-0.001260,,-0.223905,35.52843523,-97.47548354,26.526,-32.260,39.821,-6.208,1.090
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46859,1171.581818,2.589472,2473.523,33.446,-0.001260,,-0.223905,35.52843746,-97.47548540,26.767,-30.682,39.830,-5.341,1.090
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46860,1171.581818,2.589472,2473.823,33.746,-0.001260,,-0.223905,35.52843972,-97.47548722,27.021,-29.327,39.770,-4.596,1.090
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46861,1171.581818,2.589472,2474.127,34.050,-0.001260,,-0.223905,35.52844204,-97.47548900,27.139,-28.003,39.753,-3.830,1.090
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46862,1171.835241,2.842895,2474.433,34.355,0.020934,,-0.223905,35.52844439,-97.47549074,27.388,-26.797,39.738,-3.173,1.090
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46863,1171.835241,2.842895,2474.651,34.574,-0.001216,,-0.223905,35.52844635,-97.47549058,26.929,-25.593,39.770,-2.642,1.070
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46864,1171.835241,2.842895,2474.954,34.876,-0.001216,,-0.223905,35.52844875,-97.47549216,27.089,-24.543,39.752,-2.231,1.070
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46865,1171.835241,2.842895,2475.258,35.181,-0.001216,,-0.223905,35.52845119,-97.47549369,27.262,-23.531,39.704,-1.743,1.070
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46866,1171.835241,2.842895,2475.565,35.488,-0.001216,,-0.223905,35.52845367,-97.47549517,27.377,-22.585,39.602,-1.350,1.070
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46867,1171.835241,2.842895,2475.872,35.795,-0.001216,,-0.223905,35.52845618,-97.47549660,27.560,-21.601,39.468,-1.039,1.070
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46868,1171.835241,2.842895,2476.181,36.104,-0.001216,,-0.223905,35.52845872,-97.47549798,27.657,-20.610,39.294,-0.823,1.080
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46869,1171.835241,2.842895,2476.492,36.415,-0.001216,,-0.223905,35.52846130,-97.47549931,27.786,-19.390,39.174,-0.320,1.080
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46870,1171.835241,2.842895,2476.806,36.729,-0.001216,,-0.223905,35.52846392,-97.47550059,27.962,-18.036,39.115,0.398,1.080
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46871,1171.835241,2.842895,2477.050,36.973,-0.001216,,-0.223905,35.52846590,-97.47550176,27.824,-16.593,39.098,1.145,1.060
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46872,1171.835241,2.842895,2477.363,37.286,-0.184870,,-0.223905,35.52846854,-97.47550295,27.960,-15.260,39.079,1.775,1.060
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46873,1172.089158,3.096812,2477.677,37.600,-0.000762,,-0.223905,35.52847121,-97.47550408,28.036,-14.090,39.074,2.283,1.060
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46874,1172.089158,3.096812,2477.994,37.916,-0.000762,,-0.223905,35.52847392,-97.47550516,28.273,-13.108,39.060,2.672,1.060
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46875,1172.089158,3.096812,2478.312,38.235,-0.000762,,-0.223905,35.52847666,-97.47550619,28.465,-12.282,38.981,3.002,1.060
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46876,1172.089158,3.096812,2478.633,38.556,-0.000762,,-0.223905,35.52847943,-97.47550718,28.710,-11.630,38.801,3.311,1.060
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46877,1172.089158,3.096812,2478.955,38.878,-0.000762,,-0.223905,35.52848222,-97.47550813,28.877,-11.024,38.633,3.532,1.060
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46878,1172.089158,3.096812,2479.281,39.204,-0.000762,,-0.223905,35.52848506,-97.47550903,29.147,-10.513,38.564,3.700,1.060
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46879,1172.089158,3.096812,2479.602,39.525,-0.000762,,-0.223905,35.52848785,-97.47550813,29.139,-9.969,38.605,4.169,1.040
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46880,1172.089158,3.096812,2479.931,39.853,-0.000762,,-0.223905,35.52849074,-97.47550890,29.365,-9.570,38.646,4.240,1.040
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46881,1172.089158,3.096812,2480.262,40.185,-0.000762,,-0.223905,35.52849366,-97.47550963,29.654,-9.265,38.697,4.183,1.040
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46882,1172.089158,3.096812,2480.596,40.519,-0.375808,,-0.223905,35.52849661,-97.47551033,29.953,-9.120,38.710,4.093,1.040
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46883,1172.363845,3.371499,2480.934,40.857,-0.101121,,-0.223905,35.52849960,-97.47551101,30.240,-8.971,38.698,4.121,1.040
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46884,1172.363845,3.371499,2481.275,41.198,-0.101121,,-0.223905,35.52850262,-97.47551166,30.457,-8.948,38.559,4.051,1.040
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46885,1172.363845,3.371499,2481.619,41.542,-0.101121,,-0.223905,35.52850567,-97.47551228,30.741,-8.838,38.381,3.967,1.050
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46886,1172.363845,3.371499,2481.967,41.889,-0.101121,,-0.223905,35.52850876,-97.47551287,31.105,-8.817,38.203,3.729,1.050
VN300_2026-07-12_14-41-49_VNINS.csv,lap,5,46887,1172.363845,3.371499,2482.317,42.240,-0.101121,,-0.223905,35.52851188,-97.47551344,31.413,-8.588,38.114,3.621,1.050
